,answer,groups,imageId,question,entailed,equivalent,local_question_group,local_question_group_clean,global_question_group
03924974,beach,"{'global': 'place', 'local': '02q-place'}",2391620,Which place is it?,"['03924977', '03924976', '03924975', '03924973', '03924978']",['03924974'],02q-place,place,place
18780458,road,"{'global': 'road', 'local': '02q-place'}",2318383,Which place is it?,['18780457'],['18780458'],02q-place,place,road
11498991,shore,"{'global': 'place', 'local': '02q-place'}",2374463,What place is this?,"['11498993', '11498992']","['11498991', '11498992']",02q-place,place,place
08276314,sidewalk,"{'global': 'road', 'local': '02q-place'}",2399019,Which place is it?,['08276313'],['08276314'],02q-place,place,road
01877577,field,"{'global': 'place', 'local': '02q-place'}",2375583,Which place is it?,"['01877576', '01877578', '01877580', '01877579']",['01877577'],02q-place,place,place
17619694,ocean,"{'global': 'place', 'local': '02q-place'}",2401602,Which place is it?,['17619693'],['17619694'],02q-place,place,place
08768897,swimming pool,"{'global': 'place', 'local': '02q-place'}",2382791,What place is pictured?,['08768898'],['08768897'],02q-place,place,place
14247862,plain,"{'global': 'place', 'local': '02q-place'}",2344185,What place does this represent?,"['14247863', '14247864']","['14247863', '14247862']",02q-place,place,place
00652407,park,"{'global': 'place', 'local': '02q-place'}",2320693,Which place is it?,"['00652410', '00652411', '00652412', '00652409', '00652408', '00652406']",['00652407'],02q-place,place,place
09916324,ocean,"{'global': 'place', 'local': '02q-place'}",2352335,Which place is it?,['09916323'],['09916324'],02q-place,place,place
09916323,ocean,"{'global': 'place', 'local': '02q-place'}",2352335,What is the picture showing?,['09916324'],['09916323'],02q-place,place,place
01670548,park,"{'global': 'place', 'local': '02q-place'}",2318958,Which place is it?,"['01670551', '01670550', '01670552', '01670547', '01670549']",['01670548'],02q-place,place,place
08751532,stadium,"{'global': 'place', 'local': '02q-place'}",713874,What place is pictured?,['08751533'],['08751532'],02q-place,place,place
051069202,street,"{'global': 'place', 'local': '02q-place'}",2346297,Which place is it?,['051069201'],['051069202'],02q-place,place,place
12264423,street,"{'global': 'place', 'local': '02q-place'}",2337753,Which place is it?,['12264422'],['12264423'],02q-place,place,place
06254411,sidewalk,"{'global': 'road', 'local': '02q-place'}",2354556,Which place is it?,['06254410'],['06254411'],02q-place,place,road
16432174,display,"{'global': 'place', 'local': '02q-place'}",2412842,What place could this be?,['16432175'],['16432174'],02q-place,place,place
16713088,ocean,"{'global': 'place', 'local': '02q-place'}",2351623,What place is this?,['16713089'],['16713088'],02q-place,place,place
08400864,ocean,"{'global': 'place', 'local': '02q-place'}",2368224,What is the image showing?,"['08400863', '08400865']","['08400863', '08400864']",02q-place,place,place
15911269,lake,"{'global': 'place', 'local': '02q-place'}",2360961,What is the picture showing?,['15911270'],['15911269'],02q-place,place,place
05393472,field,"{'global': 'place', 'local': '02q-place'}",2326238,Which place is it?,"['05393476', '05393474', '05393475', '05393473', '05393470', '05393471']",['05393472'],02q-place,place,place
09855124,store,"{'global': 'place', 'local': '02q-place'}",2317448,Which place is it?,"['09855123', '09855127', '09855126', '09855125', '09855129', '09855128']",['09855124'],02q-place,place,place
13874039,town,"{'global': 'place', 'local': '02q-place'}",2385254,Where is this?,['13874040'],['13874039'],02q-place,place,place
08811884,field,"{'global': 'place', 'local': '02q-place'}",2377403,Which place is it?,"['08811883', '08811885', '08811886', '08811887']",['08811884'],02q-place,place,place
01300202,field,"{'global': 'place', 'local': '02q-place'}",2343420,Which place is it?,"['01300205', '01300204', '01300207', '01300206', '01300201', '01300200', '01300203']",['01300202'],02q-place,place,place
11755062,pen,"{'global': '', 'local': '02q-place'}",2357675,Which place is it?,['11755061'],['11755062'],02q-place,place,
09507838,pasture,"{'global': 'place', 'local': '02q-place'}",2356197,Which place is the image in?,['09507839'],['09507838'],02q-place,place,place
09507839,pasture,"{'global': 'place', 'local': '02q-place'}",2356197,Which place is it?,['09507838'],['09507839'],02q-place,place,place
02695792,ocean,"{'global': 'place', 'local': '02q-place'}",2408717,What place could this be?,['02695793'],['02695792'],02q-place,place,place
00707277,field,"{'global': 'place', 'local': '02q-place'}",2354433,Which place is it?,"['00707279', '00707276', '00707280', '00707278']",['00707277'],02q-place,place,place
15397612,patio,"{'global': 'place', 'local': '02q-place'}",2410215,Which place is it?,['15397611'],['15397612'],02q-place,place,place
036667,museum,"{'global': 'place', 'local': '02q-place'}",2318348,Which place is it?,"['036668', '036669', '036666', '036665', '036671', '036670']",['036667'],02q-place,place,place
09577503,field,"{'global': 'place', 'local': '02q-place'}",2374833,Which place is it?,"['09577506', '09577504', '09577505', '09577502']",['09577503'],02q-place,place,place
06305351,field,"{'global': 'place', 'local': '02q-place'}",2346174,Which place is it?,"['06305354', '06305350', '06305352', '06305353']",['06305351'],02q-place,place,place
15462785,stadium,"{'global': 'place', 'local': '02q-place'}",2343899,Where was the photo taken?,['15462786'],['15462785'],02q-place,place,place
15112674,patio,"{'global': 'place', 'local': '02q-place'}",2403418,What place does this represent?,['15112675'],['15112674'],02q-place,place,place
09121214,sidewalk,"{'global': 'road', 'local': '02q-place'}",2369631,Which place is it?,['09121213'],['09121214'],02q-place,place,road
19472454,field,"{'global': 'place', 'local': '02q-place'}",2353922,Which place is it?,"['19472453', '19472455', '19472456', '19472457']",['19472454'],02q-place,place,place
00941946,city,"{'global': 'place', 'local': '02q-place'}",2467,Which place is it?,"['00941950', '00941949', '00941948', '00941947', '00941945']",['00941946'],02q-place,place,place
16463258,beach,"{'global': 'place', 'local': '02q-place'}",2342549,Which place is it?,"['16463259', '16463261', '16463260', '16463262', '16463257']",['16463258'],02q-place,place,place
03741643,park,"{'global': 'place', 'local': '02q-place'}",2364436,Which place is it?,"['03741642', '03741646', '03741647', '03741644', '03741645']",['03741643'],02q-place,place,place
11178987,beach,"{'global': 'place', 'local': '02q-place'}",2320727,Which place is it?,"['11178990', '11178989', '11178988', '11178986']",['11178987'],02q-place,place,place
07705950,station,"{'global': 'place', 'local': '02q-place'}",2320342,Which place is it?,"['07705949', '07705948']",['07705950'],02q-place,place,place
06216117,field,"{'global': 'place', 'local': '02q-place'}",2377894,Which place is it?,"['06216120', '06216116', '06216119', '06216118']",['06216117'],02q-place,place,place
13800148,sidewalk,"{'global': 'road', 'local': '02q-place'}",2378187,What place was the picture taken at?,['13800149'],['13800148'],02q-place,place,road
02760822,pen,"{'global': '', 'local': '02q-place'}",2344043,Which place is it?,['02760821'],['02760822'],02q-place,place,
02760821,pen,"{'global': '', 'local': '02q-place'}",2344043,Where is it?,['02760822'],['02760821'],02q-place,place,
18601834,sidewalk,"{'global': 'road', 'local': '02q-place'}",2329420,Which place is it?,['18601833'],['18601834'],02q-place,place,road
1887281,ocean,"{'global': 'place', 'local': '02q-place'}",2317800,What place is the photo in?,"['1887282', '1887280']","['1887280', '1887281']",02q-place,place,place
1887282,ocean,"{'global': 'place', 'local': '02q-place'}",2317800,Which place is it?,"['1887280', '1887281']",['1887282'],02q-place,place,place
11981154,sidewalk,"{'global': 'road', 'local': '02q-place'}",3187,Which place is it?,['11981153'],['11981154'],02q-place,place,road
05187677,street,"{'global': 'place', 'local': '02q-place'}",2345687,Where was the photo taken?,"['05187676', '05187678']","['05187677', '05187676']",02q-place,place,place
05187678,street,"{'global': 'place', 'local': '02q-place'}",2345687,Which place is it?,"['05187677', '05187676']",['05187678'],02q-place,place,place
04338492,shore,"{'global': 'place', 'local': '02q-place'}",2399556,What place could this be?,['04338493'],['04338492'],02q-place,place,place
1263510,field,"{'global': 'place', 'local': '02q-place'}",2402175,Which place is it?,"['1263514', '1263515', '1263509', '1263511', '1263512', '1263513']",['1263510'],02q-place,place,place
041002980,lake,"{'global': 'place', 'local': '02q-place'}",2414386,Where was the image taken?,['041002981'],['041002980'],02q-place,place,place
1936230,street,"{'global': 'place', 'local': '02q-place'}",2368671,What place is the photo in?,"['1936232', '1936231']","['1936231', '1936230']",02q-place,place,place
11276286,airport,"{'global': 'place', 'local': '02q-place'}",2361337,Which place is it?,"['11276289', '11276288', '11276287', '11276285']",['11276286'],02q-place,place,place
01507859,city,"{'global': 'place', 'local': '02q-place'}",713592,Which place is it?,"['01507862', '01507863', '01507860', '01507861', '01507857', '01507858']",['01507859'],02q-place,place,place
10819814,forest,"{'global': 'place', 'local': '02q-place'}",2374299,Which place is it?,"['10819817', '10819816', '10819815', '10819813', '10819819', '10819818', '10819820']",['10819814'],02q-place,place,place
15298725,street,"{'global': 'place', 'local': '02q-place'}",2339812,Which place is it?,['15298724'],['15298725'],02q-place,place,place
14178431,pasture,"{'global': 'place', 'local': '02q-place'}",2394546,What place is this?,"['14178428', '14178429', '14178432', '14178430']","['14178428', '14178429', '14178431', '14178430']",02q-place,place,place
15946380,street,"{'global': 'place', 'local': '02q-place'}",2331861,Where was the picture taken?,['15946381'],['15946380'],02q-place,place,place
06659149,river,"{'global': 'place', 'local': '02q-place'}",2330100,Which place is it?,"['06659148', '06659150', '06659151', '06659152', '06659153']",['06659149'],02q-place,place,place
15946381,street,"{'global': 'place', 'local': '02q-place'}",2331861,Which place is it?,['15946380'],['15946381'],02q-place,place,place
04508726,park,"{'global': 'place', 'local': '02q-place'}",2366944,Which place is it?,"['04508728', '04508729', '04508725', '04508727']",['04508726'],02q-place,place,place
13111900,field,"{'global': 'place', 'local': '02q-place'}",2408002,Which place is it?,"['13111899', '13111902', '13111903', '13111901', '13111904']",['13111900'],02q-place,place,place
12403202,yard,"{'global': 'place', 'local': '02q-place'}",2326225,Which place is it?,['12403201'],['12403202'],02q-place,place,place
1078904,beach,"{'global': 'place', 'local': '02q-place'}",2340407,Which place is it?,"['1078909', '1078908', '1078903', '1078907', '1078906', '1078905']",['1078904'],02q-place,place,place
10931042,field,"{'global': 'place', 'local': '02q-place'}",2369680,Which place is it?,"['10931041', '10931043', '10931045', '10931044', '10931046']",['10931042'],02q-place,place,place
12460277,lake,"{'global': 'place', 'local': '02q-place'}",2357802,What place is the image at?,['12460278'],['12460277'],02q-place,place,place
17186842,zoo,"{'global': 'place', 'local': '02q-place'}",2329016,Which place is it?,"['17186845', '17186844', '17186843', '17186841']",['17186842'],02q-place,place,place
0861262,plain,"{'global': 'place', 'local': '02q-place'}",2351819,Where was the picture taken?,"['0861263', '0861264']","['0861262', '0861263']",02q-place,place,place
0861264,plain,"{'global': 'place', 'local': '02q-place'}",2351819,Which place is it?,"['0861262', '0861263']",['0861264'],02q-place,place,place
19802967,backyard,"{'global': 'place', 'local': '02q-place'}",2328260,What place could this be?,"['19802966', '19802968']","['19802967', '19802966']",02q-place,place,place
00120943,harbor,"{'global': 'place', 'local': '02q-place'}",2348640,Which place is it?,"['00120942', '00120940', '00120941', '00120946', '00120947', '00120944', '00120945']",['00120943'],02q-place,place,place
06499820,park,"{'global': 'place', 'local': '02q-place'}",2364198,Which place is it?,"['06499822', '06499823', '06499819', '06499821', '06499824', '06499825', '06499818']",['06499820'],02q-place,place,place
02320317,sidewalk,"{'global': 'road', 'local': '02q-place'}",2380825,Which place is it?,['02320316'],['02320317'],02q-place,place,road
13396029,zoo,"{'global': 'place', 'local': '02q-place'}",2351929,Which place is it?,"['13396031', '13396030', '13396028', '13396032']",['13396029'],02q-place,place,place
11667048,street,"{'global': 'place', 'local': '02q-place'}",2353838,What place is it?,"['11667049', '11667050']","['11667049', '11667048']",02q-place,place,place
1584563,swimming pool,"{'global': 'place', 'local': '02q-place'}",179,What place is this?,['1584564'],['1584563'],02q-place,place,place
1584564,swimming pool,"{'global': 'place', 'local': '02q-place'}",179,Which place is it?,['1584563'],['1584564'],02q-place,place,place
17903969,hangar,"{'global': 'place', 'local': '02q-place'}",2417221,Which place is it?,"['17903967', '17903968']",['17903969'],02q-place,place,place
08312130,cafe,"{'global': 'place', 'local': '02q-place'}",2326158,Where is this?,"['08312129', '08312131']","['08312129', '08312130']",02q-place,place,place
00587058,railroad,"{'global': 'road', 'local': '02q-place'}",2405608,Which place is it?,['00587057'],['00587058'],02q-place,place,road
0014790,road,"{'global': 'road', 'local': '02q-place'}",2360362,What place could this be?,['0014791'],['0014790'],02q-place,place,road
19778427,park,"{'global': 'place', 'local': '02q-place'}",2406632,Which place is it?,"['19778428', '19778429', '19778426', '19778424', '19778425', '19778430']",['19778427'],02q-place,place,place
10631864,airport,"{'global': 'place', 'local': '02q-place'}",2406647,Which place is it?,"['10631870', '10631862', '10631863', '10631866', '10631867', '10631865', '10631868', '10631869']",['10631864'],02q-place,place,place
08938350,street,"{'global': 'place', 'local': '02q-place'}",2368733,What place is pictured?,"['08938349', '08938351']","['08938350', '08938349']",02q-place,place,place
08938351,street,"{'global': 'place', 'local': '02q-place'}",2368733,Which place is it?,"['08938349', '08938350']",['08938351'],02q-place,place,place
111017898,road,"{'global': 'road', 'local': '02q-place'}",2380424,Where is it?,['111017899'],['111017898'],02q-place,place,road
18376422,station,"{'global': 'place', 'local': '02q-place'}",2340285,What type of place is pictured?,"['18376421', '18376423']","['18376422', '18376421']",02q-place,place,place
09912827,train station,"{'global': 'place', 'local': '02q-place'}",2395276,Which place is it?,"['09912831', '09912826', '09912830', '09912828', '09912829']",['09912827'],02q-place,place,place
02127025,field,"{'global': 'place', 'local': '02q-place'}",2378927,Which place is it?,"['02127024', '02127026', '02127027', '02127028']",['02127025'],02q-place,place,place
14144765,desert,"{'global': 'place', 'local': '02q-place'}",2352866,Which place is it?,"['14144768', '14144769', '14144764', '14144766', '14144767', '14144772', '14144771', '14144770']",['14144765'],02q-place,place,place
19585164,beach,"{'global': 'place', 'local': '02q-place'}",2384417,Which place is it?,"['19585168', '19585163', '19585165', '19585167', '19585166']",['19585164'],02q-place,place,place
17371057,store,"{'global': 'place', 'local': '02q-place'}",2372739,Which place is it?,"['17371061', '17371060', '17371055', '17371056', '17371058', '17371059']",['17371057'],02q-place,place,place
09476217,city,"{'global': 'place', 'local': '02q-place'}",2335807,Which place is it?,"['09476218', '09476219', '09476216', '09476215', '09476222', '09476221', '09476220']",['09476217'],02q-place,place,place
00859384,stage,"{'global': 'place', 'local': '02q-place'}",498013,Which place is the photo at?,['00859385'],['00859384'],02q-place,place,place
08649076,pavement,"{'global': 'road', 'local': '02q-place'}",2340497,What place is shown?,['08649077'],['08649076'],02q-place,place,road
08649077,pavement,"{'global': 'road', 'local': '02q-place'}",2340497,Which place is it?,['08649076'],['08649077'],02q-place,place,road
10921514,street,"{'global': 'place', 'local': '02q-place'}",2407515,What place is this?,['10921515'],['10921514'],02q-place,place,place
16694975,street,"{'global': 'place', 'local': '02q-place'}",2394727,Which place is it?,['16694974'],['16694975'],02q-place,place,place
17685307,beach,"{'global': 'place', 'local': '02q-place'}",2361993,Which place is it?,"['17685311', '17685306', '17685310', '17685308', '17685309']",['17685307'],02q-place,place,place
00196147,field,"{'global': 'place', 'local': '02q-place'}",2317100,Which place is it?,"['00196150', '00196149', '00196148', '00196146']",['00196147'],02q-place,place,place
10565202,sea,"{'global': 'place', 'local': '02q-place'}",2338894,What place is it?,['10565203'],['10565202'],02q-place,place,place
02805175,street,"{'global': 'place', 'local': '02q-place'}",2376598,Which place is it?,['02805174'],['02805175'],02q-place,place,place
0255175,display,"{'global': 'place', 'local': '02q-place'}",2368152,Which place is it?,"['0255173', '0255174']",['0255175'],02q-place,place,place
10917458,field,"{'global': 'place', 'local': '02q-place'}",2349064,Which place is it?,"['10917459', '10917457', '10917463', '10917462', '10917461', '10917460']",['10917458'],02q-place,place,place
19712625,coffee shop,"{'global': 'place', 'local': '02q-place'}",2356839,What type of place is shown?,['19712626'],['19712625'],02q-place,place,place
19712626,coffee shop,"{'global': 'place', 'local': '02q-place'}",2356839,Which place is it?,['19712625'],['19712626'],02q-place,place,place
12163953,parking lot,"{'global': 'place', 'local': '02q-place'}",2376292,Which place is it?,"['12163951', '12163952', '12163954', '12163955', '12163956']",['12163953'],02q-place,place,place
121031718,pavement,"{'global': 'road', 'local': '02q-place'}",713656,Which place is it?,['121031717'],['121031718'],02q-place,place,road
07990330,river,"{'global': 'place', 'local': '02q-place'}",2351785,Which place is it?,"['07990336', '07990334', '07990335', '07990332', '07990333', '07990331', '07990329']",['07990330'],02q-place,place,place
05765924,road,"{'global': 'road', 'local': '02q-place'}",2400614,Which place is it?,['05765923'],['05765924'],02q-place,place,road
05896474,church,"{'global': 'place', 'local': '02q-place'}",2373973,Which place is it?,"['05896475', '05896476', '05896477', '05896473']",['05896474'],02q-place,place,place
12991249,river,"{'global': 'place', 'local': '02q-place'}",2320795,Which place is it?,"['12991247', '12991252', '12991253', '12991250', '12991251', '12991248']",['12991249'],02q-place,place,place
18615491,tunnel,"{'global': 'place', 'local': '02q-place'}",2402369,Which place is it?,['18615490'],['18615491'],02q-place,place,place
19617240,parking lot,"{'global': 'place', 'local': '02q-place'}",2370008,Which place is it?,"['19617242', '19617243', '19617241', '19617244', '19617239', '19617238']",['19617240'],02q-place,place,place
021049510,beach,"{'global': 'place', 'local': '02q-place'}",2394611,Which place is it?,"['021049513', '021049512', '021049511', '021049515', '021049514', '021049509']",['021049510'],02q-place,place,place
09679513,beach,"{'global': 'place', 'local': '02q-place'}",2328888,Which place is it?,"['09679518', '09679512', '09679516', '09679517', '09679514', '09679515']",['09679513'],02q-place,place,place
16978669,park,"{'global': 'place', 'local': '02q-place'}",2392529,Which place is it?,"['16978671', '16978670', '16978673', '16978672', '16978668']",['16978669'],02q-place,place,place
05491252,river,"{'global': 'place', 'local': '02q-place'}",2374256,Which place is it?,"['05491251', '05491253', '05491255', '05491254']",['05491252'],02q-place,place,place
00451168,store,"{'global': 'place', 'local': '02q-place'}",2317357,Which place is it?,"['00451167', '00451166', '00451169', '00451170', '00451171', '00451172', '00451173']",['00451168'],02q-place,place,place
02459517,airport,"{'global': 'place', 'local': '02q-place'}",2369046,Which place is it?,"['02459516', '02459519', '02459518', '02459520']",['02459517'],02q-place,place,place
06432946,shore,"{'global': 'place', 'local': '02q-place'}",2344058,Which place is it?,"['06432944', '06432945']",['06432946'],02q-place,place,place
06432945,shore,"{'global': 'place', 'local': '02q-place'}",2344058,Where was the picture taken?,"['06432946', '06432944']","['06432944', '06432945']",02q-place,place,place
131019923,lake,"{'global': 'place', 'local': '02q-place'}",2319375,Which place is it?,['131019922'],['131019923'],02q-place,place,place
131019922,lake,"{'global': 'place', 'local': '02q-place'}",2319375,What place is this?,['131019923'],['131019922'],02q-place,place,place
101014527,city,"{'global': 'place', 'local': '02q-place'}",2294,Which place is it?,"['101014526', '101014528', '101014529', '101014530']",['101014527'],02q-place,place,place
01985695,pasture,"{'global': 'place', 'local': '02q-place'}",2403892,Where was the image taken?,['01985696'],['01985695'],02q-place,place,place
01985696,pasture,"{'global': 'place', 'local': '02q-place'}",2403892,Which place is it?,['01985695'],['01985696'],02q-place,place,place
1393077,street,"{'global': 'place', 'local': '02q-place'}",2320354,Which place is it?,['1393076'],['1393077'],02q-place,place,place
08467667,pasture,"{'global': 'place', 'local': '02q-place'}",2402162,Which place is it?,['08467666'],['08467667'],02q-place,place,place
08467666,pasture,"{'global': 'place', 'local': '02q-place'}",2402162,What place is pictured?,['08467667'],['08467666'],02q-place,place,place
19489505,ocean,"{'global': 'place', 'local': '02q-place'}",2342891,Where is this?,['19489506'],['19489505'],02q-place,place,place
06293010,stage,"{'global': 'place', 'local': '02q-place'}",1592089,What is the image showing?,['06293011'],['06293010'],02q-place,place,place
07987377,sidewalk,"{'global': 'road', 'local': '02q-place'}",2363494,Which place is it?,['07987376'],['07987377'],02q-place,place,road
00104168,street,"{'global': 'place', 'local': '02q-place'}",713852,Which place is it?,['00104167'],['00104168'],02q-place,place,place
18171576,station,"{'global': 'place', 'local': '02q-place'}",2373813,What place was the photo taken at?,['18171577'],['18171576'],02q-place,place,place
18171577,station,"{'global': 'place', 'local': '02q-place'}",2373813,Which place is it?,['18171576'],['18171577'],02q-place,place,place
15424499,road,"{'global': 'road', 'local': '02q-place'}",2363936,Which place is it?,"['15424497', '15424498']",['15424499'],02q-place,place,road
12643852,skate park,"{'global': 'place', 'local': '02q-place'}",2350453,Which place is it?,['12643851'],['12643852'],02q-place,place,place
17839712,display,"{'global': 'place', 'local': '02q-place'}",2330673,What place could this be?,['17839713'],['17839712'],02q-place,place,place
17839713,display,"{'global': 'place', 'local': '02q-place'}",2330673,Which place is it?,['17839712'],['17839713'],02q-place,place,place
021054353,road,"{'global': 'road', 'local': '02q-place'}",2329934,What place was the image taken at?,['021054354'],['021054353'],02q-place,place,road
1414960,runway,"{'global': 'road', 'local': '02q-place'}",2409324,What place is shown?,['1414961'],['1414960'],02q-place,place,road
04572130,restaurant,"{'global': 'place', 'local': '02q-place'}",2373386,Which place is it?,"['04572129', '04572128', '04572134', '04572131', '04572132', '04572133']",['04572130'],02q-place,place,place
05597174,field,"{'global': 'place', 'local': '02q-place'}",2395618,Which place is it?,"['05597173', '05597175', '05597177', '05597176', '05597179', '05597178']",['05597174'],02q-place,place,place
10602954,train station,"{'global': 'place', 'local': '02q-place'}",2336052,Which place is it?,"['10602958', '10602953', '10602955', '10602956', '10602957']",['10602954'],02q-place,place,place
06293722,road,"{'global': 'road', 'local': '02q-place'}",1592084,Where is it?,"['06293721', '06293723']","['06293722', '06293721']",02q-place,place,road
0025024,beach,"{'global': 'place', 'local': '02q-place'}",2321989,Which place is it?,"['0025026', '0025027', '0025025', '0025022', '0025023']",['0025024'],02q-place,place,place
07348966,park,"{'global': 'place', 'local': '02q-place'}",2405177,Which place is it?,"['07348971', '07348970', '07348968', '07348969', '07348964', '07348965', '07348967']",['07348966'],02q-place,place,place
031002562,field,"{'global': 'place', 'local': '02q-place'}",2413644,Which place is it?,"['031002563', '031002561', '031002566', '031002565', '031002564']",['031002562'],02q-place,place,place
15576101,lawn,"{'global': 'place', 'local': '02q-place'}",2352720,What place is this?,['15576102'],['15576101'],02q-place,place,place
06100183,ocean,"{'global': 'place', 'local': '02q-place'}",2379248,Which place is it?,"['06100181', '06100182']",['06100183'],02q-place,place,place
08719053,airport,"{'global': 'place', 'local': '02q-place'}",2348315,What kind of place is shown?,"['08719058', '08719059', '08719056', '08719057', '08719054', '08719055']",['08719053'],02q-place,place,place
05774095,ocean,"{'global': 'place', 'local': '02q-place'}",2325956,Where is it?,['05774096'],['05774095'],02q-place,place,place
05774096,ocean,"{'global': 'place', 'local': '02q-place'}",2325956,Which place is it?,['05774095'],['05774096'],02q-place,place,place
08324343,city,"{'global': 'place', 'local': '02q-place'}",2334884,Which place is it?,"['08324346', '08324344', '08324345', '08324342', '08324341']",['08324343'],02q-place,place,place
19137463,airport,"{'global': 'place', 'local': '02q-place'}",2384943,What place was the picture taken at?,"['19137470', '19137469', '19137468', '19137465', '19137464', '19137467', '19137466']",['19137463'],02q-place,place,place
17590550,field,"{'global': 'place', 'local': '02q-place'}",2384786,Which place is it?,"['17590552', '17590553', '17590551', '17590547', '17590549', '17590548']",['17590550'],02q-place,place,place
07339890,skate park,"{'global': 'place', 'local': '02q-place'}",2391271,What place is shown?,['07339891'],['07339890'],02q-place,place,place
11631257,field,"{'global': 'place', 'local': '02q-place'}",2322103,Which place is it?,"['11631259', '11631258', '11631260', '11631261', '11631256', '11631262']",['11631257'],02q-place,place,place
02454448,lake,"{'global': 'place', 'local': '02q-place'}",2388905,Which place is it?,['02454447'],['02454448'],02q-place,place,place
02454447,lake,"{'global': 'place', 'local': '02q-place'}",2388905,What place could this be?,['02454448'],['02454447'],02q-place,place,place
19907354,street,"{'global': 'place', 'local': '02q-place'}",2332656,Which place is it?,['19907353'],['19907354'],02q-place,place,place
171016365,street,"{'global': 'place', 'local': '02q-place'}",2393850,Which place is it?,['171016364'],['171016365'],02q-place,place,place
15440689,shore,"{'global': 'place', 'local': '02q-place'}",2342727,What is the photo showing?,['15440690'],['15440689'],02q-place,place,place
15988696,street,"{'global': 'place', 'local': '02q-place'}",2392394,Which place is it?,['15988695'],['15988696'],02q-place,place,place
11479374,park,"{'global': 'place', 'local': '02q-place'}",2338175,Which place is it?,"['11479375', '11479376', '11479377', '11479373']",['11479374'],02q-place,place,place
15705708,street,"{'global': 'place', 'local': '02q-place'}",2332504,Which place is it?,"['15705707', '15705706', '15705705']",['15705708'],02q-place,place,place
15705705,street,"{'global': 'place', 'local': '02q-place'}",2332504,What place is this?,"['15705707', '15705706', '15705708']","['15705707', '15705706', '15705705']",02q-place,place,place
06691101,museum,"{'global': 'place', 'local': '02q-place'}",2322593,Which place is it?,"['06691104', '06691103', '06691102', '06691100']",['06691101'],02q-place,place,place
02939597,restaurant,"{'global': 'place', 'local': '02q-place'}",2396272,Which place is it?,"['02939596', '02939600', '02939599', '02939598']",['02939597'],02q-place,place,place
15975762,pen,"{'global': '', 'local': '02q-place'}",2346129,Which place is this?,['15975763'],['15975762'],02q-place,place,
15975763,pen,"{'global': '', 'local': '02q-place'}",2346129,Which place is it?,['15975762'],['15975763'],02q-place,place,
03306078,path,"{'global': 'road', 'local': '02q-place'}",2357943,Which place is it?,['03306077'],['03306078'],02q-place,place,road
03306077,path,"{'global': 'road', 'local': '02q-place'}",2357943,Which place could this be?,['03306078'],['03306077'],02q-place,place,road
0733240,station,"{'global': 'place', 'local': '02q-place'}",2355508,Which place is it?,"['0733238', '0733239', '0733236', '0733237']",['0733240'],02q-place,place,place
08681284,skate park,"{'global': 'place', 'local': '02q-place'}",2348729,Which place is it?,['08681283'],['08681284'],02q-place,place,place
13492838,sea,"{'global': 'place', 'local': '02q-place'}",2346931,Where is it?,['13492839'],['13492838'],02q-place,place,place
13492839,sea,"{'global': 'place', 'local': '02q-place'}",2346931,Which place is it?,['13492838'],['13492839'],02q-place,place,place
08395911,yard,"{'global': 'place', 'local': '02q-place'}",2351659,What place is this image at?,['08395912'],['08395911'],02q-place,place,place
16504244,street,"{'global': 'place', 'local': '02q-place'}",2408522,Where was the picture taken?,['16504245'],['16504244'],02q-place,place,place
16428639,ocean,"{'global': 'place', 'local': '02q-place'}",2352835,What type of place is shown?,['16428640'],['16428639'],02q-place,place,place
0554707,yard,"{'global': 'place', 'local': '02q-place'}",2387890,Which place is it?,['0554706'],['0554707'],02q-place,place,place
18347793,skate park,"{'global': 'place', 'local': '02q-place'}",2364268,Which place is it?,"['18347792', '18347791']",['18347793'],02q-place,place,place
10567339,display,"{'global': 'place', 'local': '02q-place'}",2387488,Which place is it?,['10567338'],['10567339'],02q-place,place,place
10567338,display,"{'global': 'place', 'local': '02q-place'}",2387488,What is the image showing?,['10567339'],['10567338'],02q-place,place,place
18960983,field,"{'global': 'place', 'local': '02q-place'}",1592843,Which place is it?,"['18960982', '18960980', '18960981', '18960986', '18960984', '18960985']",['18960983'],02q-place,place,place
04136887,walkway,"{'global': 'road', 'local': '02q-place'}",2370917,Which place is it?,['04136886'],['04136887'],02q-place,place,road
06829315,classroom,"{'global': 'place', 'local': '02q-place'}",2373755,Which place is it?,"['06829314', '06829313']",['06829315'],02q-place,place,place
06829314,classroom,"{'global': 'place', 'local': '02q-place'}",2373755,What place was the picture taken at?,"['06829315', '06829313']","['06829314', '06829313']",02q-place,place,place
15666963,ocean,"{'global': 'place', 'local': '02q-place'}",2405351,Which place is it?,['15666962'],['15666963'],02q-place,place,place
05831408,parking lot,"{'global': 'place', 'local': '02q-place'}",2417204,Which place is it?,"['05831411', '05831410', '05831412', '05831407', '05831409']",['05831408'],02q-place,place,place
15524050,zoo,"{'global': 'place', 'local': '02q-place'}",2335883,Which place is it?,"['15524049', '15524054', '15524051', '15524052', '15524053']",['15524050'],02q-place,place,place
09653699,field,"{'global': 'place', 'local': '02q-place'}",2407818,Which place is it?,"['09653698', '09653705', '09653703', '09653702', '09653701', '09653700', '09653697', '09653704']",['09653699'],02q-place,place,place
031020089,field,"{'global': 'place', 'local': '02q-place'}",2336613,Which place is it?,"['031020092', '031020088', '031020091', '031020090']",['031020089'],02q-place,place,place
